Codigo producto;Gerente;Linea CAM
875;Outsourcing de proveeduria;Outsourcing de proveeduria
389;Aseo - Kimberly;Kimberly
876;Outsourcing de proveeduria;Outsourcing de proveeduria
877;Outsourcing de proveeduria;Outsourcing de proveeduria
878;Tecnologia Institucional;Tecnologia institucional
879;Otros Comunicacion grafica;Otros Comunicacion grafica
880;Tecnologia Institucional;Tecnologia institucional
881;Resmilla;Resmilla - Otros
882;Resmilla;Resmilla - Otros
394;Papel para escritura;Bristol
883;Papel para escritura;Otros
395;Papel para escritura;Bristol
884;Papel para escritura;Otros
885;Papel para escritura;Otros
396;Papel para escritura;Bristol
886;Papel para escritura;Otros
887;Papel para escritura;Otros
397;Papel para escritura;Bristol
888;Papel para escritura;Otros
889;Papel para escritura;Otros
398;Papel para escritura;Bristol
891;Aseo - Kimberly;Especialidades
893;Aseo - Kimberly;Especialidades
399;Papel para escritura;Bristol
894;Aseo - Kimberly;Especialidades
895;Aseo - Kimberly;Especialidades
400;Papel para escritura;Bristol
896;Aseo - Kimberly;Especialidades
897;Aseo - Kimberly;Especialidades
401;Papel para escritura;Bristol
898;Aseo - Kimberly;Especialidades
899;Aseo - Kimberly;Especialidades
901;Papel para escritura;Bristol
902;Aseo - Kimberly;Especialidades
903;Aseo - Kimberly;Especialidades
904;Tecnologia Institucional;Tecnologia institucional
905;Tecnologia Institucional;Tecnologia institucional
906;Tecnologia Institucional;Tecnologia institucional
907;Tecnologia Institucional;Tecnologia institucional
908;Tecnologia Institucional;Tecnologia institucional
909;Tecnologia Institucional;Tecnologia institucional
910;Tecnologia Institucional;Tecnologia institucional
911;Tecnologia Institucional;Tecnologia institucional
912;Tecnologia Institucional;Tecnologia institucional
410;Papel para escritura;Bristol
913;Tecnologia Institucional;Tecnologia institucional
914;Tecnologia Institucional;Tecnologia institucional
411;Papel para escritura;Bristol
915;Tecnologia Institucional;Tecnologia institucional
916;Tecnologia Institucional;Tecnologia institucional
917;Tecnologia Institucional;Tecnologia institucional
918;Tecnologia Institucional;Tecnologia institucional
919;Tecnologia Institucional;Tecnologia institucional
920;Outsourcing de proveeduria;Outsourcing de proveeduria
925;Offset;Consumibles
926;Comunicacion visual;Sustratos de linea
927;Comunicacion visual;Sustratos de linea
928;Comunicacion visual;Sustratos de linea
929;Comunicacion visual;Sustratos de linea
420;Papel para escritura;Bristol
931;Comunicacion visual;Sustratos de linea
932;Comunicacion visual;Sustratos de linea
421;Papel para escritura;Bristol
933;Comunicacion visual;Sustratos de linea
934;Comunicacion visual;Sustratos de linea
422;Papel para escritura;Bristol
935;Comunicacion visual;Sustratos de linea
936;Comunicacion visual;Sustratos de linea
937;Comunicacion visual;Sustratos de linea
425;Papel para escritura;Otros
938;Outsourcing de proveeduria;Outsourcing de proveeduria
939;Outsourcing de proveeduria;Outsourcing de proveeduria
941;Papel para escritura;Otros
942;Cartulina;Otros
943;Cartulina;Otros
430;Papel para escritura;Bristol
944;Papel para escritura;Esmaltado importado
946;Papel para escritura;Bond
431;Papel para escritura;Bristol
947;Tecnologia Institucional;Tecnologia institucional
948;Tecnologia Institucional;Tecnologia institucional
432;Papel para escritura;Earth Pact
949;Tecnologia Institucional;Tecnologia institucional
433;Cartulina;Propal
950;Tecnologia Institucional;Tecnologia institucional
951;Tecnologia Institucional;Tecnologia institucional
952;Tecnologia Institucional;Tecnologia institucional
953;Tecnologia Institucional;Tecnologia institucional
954;Tecnologia Institucional;Tecnologia institucional
955;Tecnologia Institucional;Tecnologia institucional
956;Tecnologia Institucional;Tecnologia institucional
957;Tecnologia Institucional;Tecnologia institucional
958;Tecnologia Institucional;Tecnologia institucional
959;Tecnologia Institucional;Tecnologia institucional
960;Tecnologia Institucional;Tecnologia institucional
961;Tecnologia Institucional;Tecnologia institucional
962;Tecnologia Institucional;Tecnologia institucional
963;Tecnologia Institucional;Tecnologia institucional
964;Tecnologia Institucional;Tecnologia institucional
965;Tecnologia Institucional;Tecnologia institucional
966;Tecnologia Institucional;Tecnologia institucional
967;Tecnologia Institucional;Tecnologia institucional
968;Tecnologia Institucional;Tecnologia institucional
969;Tecnologia Institucional;Tecnologia institucional
970;Tecnologia Institucional;Tecnologia institucional
971;Tecnologia Institucional;Tecnologia institucional
972;Tecnologia Institucional;Tecnologia institucional
973;Tecnologia Institucional;Tecnologia institucional
974;Tecnologia Institucional;Tecnologia institucional
975;Tecnologia Institucional;Tecnologia institucional
976;Tecnologia Institucional;Tecnologia institucional
977;Tecnologia Institucional;Tecnologia institucional
978;Tecnologia Institucional;Tecnologia institucional
979;Tecnologia Institucional;Tecnologia institucional
980;Tecnologia Institucional;Tecnologia institucional
981;Tecnologia Institucional;Tecnologia institucional
982;Tecnologia Institucional;Tecnologia institucional
983;Tecnologia Institucional;Tecnologia institucional
984;Tecnologia Institucional;Tecnologia institucional
985;Tecnologia Institucional;Tecnologia institucional
986;Tecnologia Institucional;Tecnologia institucional
987;Tecnologia Institucional;Tecnologia institucional
988;Tecnologia Institucional;Tecnologia institucional
989;Tecnologia Institucional;Tecnologia institucional
990;Otros Comunicacion grafica;Otros Comunicacion grafica
991;Otros Comunicacion grafica;Otros Comunicacion grafica
992;Otros Comunicacion grafica;Otros Comunicacion grafica
993;Comunicacion visual;Equipos - Otros
994;Comunicacion visual;Equipos - Otros
995;Comunicacion visual;Equipos - Otros
996;Comunicacion visual;Otros
997;Comunicacion visual;Otros
998;Comunicacion visual;Otros
999;Tecnologia Institucional;Tecnologia institucional
1012;Periodico;Periodico
460;Papel para escritura;Otros
1013;Periodico;Periodico
1016;Periodico;Periodico
1018;Cartulina;Otros
1020;Papeles especiales;Tyvek
1026;Papeles especiales;Tyvek
1028;Comunicacion visual;Tintas
1029;Comunicacion visual;Tintas
1030;Comunicacion visual;Tintas
1031;Comunicacion visual;Tintas
1032;Comunicacion visual;Tintas
1033;Comunicacion visual;Tintas
470;Papel para escritura;Otros
1034;Comunicacion visual;Tintas
1035;Comunicacion visual;Tintas
1036;Comunicacion visual;Tintas
1037;Comunicacion visual;Tintas
1038;Comunicacion visual;Tintas
1039;Comunicacion visual;Tintas
1040;Comunicacion visual;Tintas
1041;Comunicacion visual;Tintas
1042;Comunicacion visual;Tintas
1043;Comunicacion visual;Tintas
1044;Comunicacion visual;Tintas
480;Papel para escritura;Otros
1045;Comunicacion visual;Tintas
1046;Comunicacion visual;Tintas
1047;Comunicacion visual;Tintas
1048;Comunicacion visual;Tintas
1049;Comunicacion visual;Tintas
1050;Comunicacion visual;Tintas
485;Papel para escritura;Otros
1051;Comunicacion visual;Tintas
1052;Comunicacion visual;Tintas
1053;Comunicacion visual;Tintas
1054;Comunicacion visual;Tintas
1055;Comunicacion visual;Tintas
1056;Comunicacion visual;Tintas
490;Papel para escritura;Otros
1057;Comunicacion visual;Tintas
1058;Comunicacion visual;Tintas
1059;Comunicacion visual;Tintas
1060;Comunicacion visual;Tintas
1061;Comunicacion visual;Tintas
1062;Comunicacion visual;Tintas
1063;Comunicacion visual;Tintas
1064;Comunicacion visual;Tintas
1065;Comunicacion visual;Tintas
1066;Comunicacion visual;Tintas
1067;Comunicacion visual;Tintas
1068;Comunicacion visual;Tintas
500;Papel para escritura;Esmaltado
1069;Comunicacion visual;Tintas
1070;Comunicacion visual;Tintas
1071;Comunicacion visual;Tintas
1072;Comunicacion visual;Tintas
503;Papel para escritura;Esmaltado
1073;Comunicacion visual;Tintas
1074;Comunicacion visual;Tintas
1075;Tecnologia Institucional;Tecnologia institucional
1076;Tecnologia Institucional;Tecnologia institucional
1077;Tecnologia Institucional;Tecnologia institucional
1078;Otros Comunicacion grafica;Otros Comunicacion grafica
1079;Otros Comunicacion grafica;Otros Comunicacion grafica
1080;Otros Comunicacion grafica;Otros Comunicacion grafica
510;Papel para escritura;Esmaltado
1081;Otros Comunicacion grafica;Otros Comunicacion grafica
1082;Otros Comunicacion grafica;Otros Comunicacion grafica
1083;Otros Comunicacion grafica;Otros Comunicacion grafica
1084;Tecnologia Institucional;Tecnologia institucional
1086;Otros Comunicacion grafica;Otros Comunicacion grafica
1087;Otros Comunicacion grafica;Otros Comunicacion grafica
515;Papel para escritura;Esmaltado
1088;Otros Comunicacion grafica;Otros Comunicacion grafica
1089;Otros Comunicacion grafica;Otros Comunicacion grafica
1093;Otros Comunicacion grafica;Otros Comunicacion grafica
1094;Otros Comunicacion grafica;Otros Comunicacion grafica
1095;Tecnologia Institucional;Tecnologia institucional
520;Papel para escritura;Esmaltado
1096;Cartulina;Cmpc
1097;Cartulina;Cmpc
1105;Papel para escritura;Esmaltado importado
522;Papel para escritura;Esmaltado
1106;Cartulina;Otros
1107;Cartulina;Otros
1108;Cartulina;Otros
1109;Cartulina;Otros
1110;Cartulina;Otros
1111;Cartulina;Otros
1112;Cartulina;Otros
1113;Cartulina;Otros
1114;Cartulina;Cmpc
530;Papel para escritura;Esmaltado
1115;Cartulina;Cmpc
1116;Periodico;Periodico
1117;Cartulina;Cmpc
1120;Papel para escritura;Otros
1121;Papel para escritura;Otros
1123;Papel para escritura;Otros
1125;Papel para escritura;Otros
1126;Papel para escritura;Otros
537;Papel para escritura;Esmaltado importado
1127;Papel para escritura;Otros
1128;Papel para escritura;Otros
1129;Papel para escritura;Otros
540;Papel para escritura;Esmaltado
1130;Papel para escritura;Otros
1131;Papel para escritura;Otros
541;Papel para escritura;Esmaltado
1138;Papel para escritura;Otros
1139;Papel para escritura;Otros
1140;Papeles especiales;Papel Quimico
543;Papel para escritura;Esmaltado
1141;Papeles especiales;Papel Quimico
1142;Papeles especiales;Papel Quimico
544;Papel para escritura;Esmaltado
1143;Papeles especiales;Papel Quimico
546;Cartulina;Propal
1144;Papeles especiales;Papel Quimico
1145;Papeles especiales;Papel Quimico
547;Cartulina;Propal
1146;Papeles especiales;Papel Quimico
1147;Papeles especiales;Papel Quimico
548;Cartulina;Propal
1148;Papeles especiales;Papel Quimico
1149;Papeles especiales;Papel Quimico
1151;Papeles especiales;Papel Quimico
550;Cartulina;Propal
1152;Papeles especiales;Papel Quimico
1153;Papeles especiales;Papel Quimico
551;Papel para escritura;Otros
1154;Papeles especiales;Papel Quimico
1155;Papeles especiales;Papel Quimico
1156;Papeles especiales;Papel Quimico
554;Cartulina;Propal
1157;Papeles especiales;Papel Quimico
1158;Papel para escritura;Otros
1159;Periodico;Periodico
556;Cartulina;Propal
1160;Papel para escritura;Otros
1161;Cartulina;Cmpc
1162;Papel para escritura;Bond importado
1163;Papel para escritura;Otros
1164;Papel para escritura;Otros
560;Papel para escritura;Esmaltado
1165;Papel para escritura;Bond importado
1166;Papel para escritura;Otros
1167;Papel para escritura;Otros
1168;Papel para escritura;Otros
1169;Papel para escritura;Otros
1170;Papel para escritura;Otros
565;Papel para escritura;Esmaltado
1171;Papel para escritura;Otros
1172;Periodico;Periodico
1173;Periodico;Periodico
1174;Periodico;Periodico
1175;Papel para escritura;Esmaltado importado
1176;Papel para escritura;Esmaltado importado
570;Papel para escritura;Esmaltado
1177;Papel para escritura;Esmaltado importado
1178;Papel para escritura;Esmaltado importado
1179;Papel para escritura;Esmaltado importado
1180;Papel para escritura;Esmaltado importado
1181;Papel para escritura;Esmaltado importado
1182;Papel para escritura;Esmaltado importado
575;Papel para escritura;Esmaltado
1183;Papel para escritura;Esmaltado importado
1184;Papel para escritura;Esmaltado importado
1185;Papel para escritura;Esmaltado importado
1186;Papel para escritura;Esmaltado importado
1187;Papel para escritura;Esmaltado importado
1188;Cartulina;Otros
580;Papel para escritura;Esmaltado
1189;Cartulina;Otros
1190;Cartulina;Cmpc
1191;Cartulina;Cmpc
1192;Cartulina;Cmpc
1193;Cartulina;Cmpc
584;Papel para escritura;Esmaltado
1194;Cartulina;Cmpc
1195;Cartulina;Cmpc
1196;Cartulina;Cmpc
1197;Cartulina;Cmpc
587;Papel para escritura;Esmaltado
1198;Cartulina;Cmpc
1199;Cartulina;Cmpc
1200;Cartulina;Cmpc
1201;Cartulina;Cmpc
590;Papel para escritura;Esmaltado
1202;Cartulina;Cmpc
1203;Cartulina;Cmpc
591;Papel para escritura;Esmaltado
1204;Cartulina;Cmpc
1205;Cartulina;Cmpc
592;Papel para escritura;Esmaltado
1206;Cartulina;Otros
1207;Cartulina;Otros
594;Papel para escritura;Bond
1208;Cartulina;Otros
1209;Cartulina;Otros
1210;Cartulina;Otros
1211;Cartulina;Cmpc
1212;Cartulina;Cmpc
1213;Cartulina;Cmpc
600;Papel para escritura;Esmaltado
1214;Cartulina;Cmpc
1215;Cartulina;Cmpc
601;Papel para escritura;Esmaltado
1216;Cartulina;Cmpc
1217;Cartulina;Otros
1222;Cartulina;Cmpc
1223;Cartulina;Cmpc
1224;Cartulina;Cmpc
1225;Cartulina;Cmpc
1226;Cartulina;Cmpc
1227;Cartulina;Cmpc
1228;Cartulina;Otros
1229;Cartulina;Otros
1231;Papel para escritura;Otros
1232;Papel para escritura;Otros
1233;Papel para escritura;Otros
1234;Papel para escritura;Otros
1235;Papel para escritura;Otros
1236;Papel para escritura;Otros
1237;Papel para escritura;Otros
1238;Papel para escritura;Otros
1239;Cartulina;Cmpc
1241;Cartulina;Cmpc
1242;Papeles especiales;Papel Quimico
1243;Papeles especiales;Papel Quimico
1244;Papeles especiales;Papel Quimico
1245;Papeles especiales;Papel Quimico
1249;Papel para escritura;Otros
1250;Papel para escritura;Otros
1251;Papel para escritura;Otros
1252;Papeles especiales;Papel Quimico
1253;Papeles especiales;Papel Quimico
1254;Papeles especiales;Papel Quimico
1255;Papel para escritura;Bond importado
1256;Comunicacion visual;Sustratos de linea
1257;Comunicacion visual;Sustratos de linea
1258;Comunicacion visual;Sustratos de linea
1259;Comunicacion visual;Sustratos de linea
1260;Comunicacion visual;Sustratos de linea
1261;Comunicacion visual;Sustratos de linea
1262;Comunicacion visual;Sustratos de linea
1263;Comunicacion visual;Sustratos de linea
1264;Comunicacion visual;Sustratos de linea
1267;Comunicacion visual;Sustratos de linea
1269;Comunicacion visual;Sustratos de linea
1271;Comunicacion visual;Sustratos de linea
637;Papel para escritura;Esmaltado
1272;Comunicacion visual;Sustratos de linea
1273;Comunicacion visual;Sustratos de linea
1274;Comunicacion visual;Sustratos de linea
1276;Comunicacion visual;Sustratos de linea
639;Periodico;Periodico
1277;Comunicacion visual;Sustratos de linea
640;Resmilla;Resmilla - Otros
1278;Comunicacion visual;Sustratos de linea
1279;Comunicacion visual;Sustratos de linea
1282;Comunicacion visual;Sustratos de linea
1283;Comunicacion visual;Sustratos de linea
1284;Comunicacion visual;Sustratos de linea
1285;Papel para escritura;Otros
1286;Papel para escritura;Otros
1287;Papel para escritura;Otros
641;Resmilla;Resmilla - Otros
1288;Cartulina;Otros
1289;Cartulina;Otros
1290;Papeles especiales;Papel Quimico
1291;Papeles especiales;Papel Quimico
1292;Papeles especiales;Papel Quimico
1293;Cartulina;Cmpc
1294;Cartulina;Cmpc
1296;Cartulina;Otros
1297;Cartulina;Otros
1298;Cartulina;Otros
1306;Cartulina;Cmpc
1307;Papeles especiales;Papel Quimico
